Product_Weight,Product_Sugar_Content,Product_Allocated_Area,Product_Type,Product_MRP,Store_Establishment_Year,Store_Size,Store_Location_City_Type,Store_Type,Product_Store_Sales_Total
10.45,Low Sugar,0.058,Baking Goods,138.45,2009,Medium,Tier 2,Supermarket Type2,2779.67
13.91,Low Sugar,0.098,Baking Goods,186.73,1987,High,Tier 2,Supermarket Type1,4548.76
10.05,Regular,0.115,Dairy,113.76,1998,Small,Tier 3,Food Mart,2184.7
12.47,No Sugar,0.017,Health and Hygiene,174.78,2009,Medium,Tier 2,Supermarket Type2,3980.71
13.99,Low Sugar,0.058,Fruits and Vegetables,122.83,2009,Medium,Tier 2,Supermarket Type2,3259.16
8.49,Low Sugar,0.199,Baking Goods,138.99,1987,High,Tier 2,Supermarket Type1,2347.94
14.22,No Sugar,0.077,Household,145.91,2009,Medium,Tier 2,Supermarket Type2,3785.24
11.8,reg,0.029,Breads,144.64,2009,Medium,Tier 2,Supermarket Type2,3212.19
17.62,Regular,0.019,Canned,174.13,1999,Medium,Tier 1,Departmental Store,5131.33
14.53,Low Sugar,0.013,Soft Drinks,110.97,2009,Medium,Tier 2,Supermarket Type2,3139.43
12.09,Low Sugar,0.108,Breakfast,146.57,2009,Medium,Tier 2,Supermarket Type2,3315.78
13.82,Regular,0.016,Canned,161.04,1987,High,Tier 2,Supermarket Type1,4002.95
10.07,No Sugar,0.035,Health and Hygiene,126.01,1987,High,Tier 2,Supermarket Type1,2438.51
14.02,Low Sugar,0.065,Baking Goods,171.44,1999,Medium,Tier 1,Departmental Store,4262.43
10.04,Low Sugar,0.053,Hard Drinks,116.84,1998,Small,Tier 3,Food Mart,2244.87
14.91,No Sugar,0.023,Others,121.61,2009,Medium,Tier 2,Supermarket Type2,3443.82
10.76,Low Sugar,0.023,Snack Foods,130.29,2009,Medium,Tier 2,Supermarket Type2,2682.09
10.82,Regular,0.073,Frozen Foods,106.25,1998,Small,Tier 3,Food Mart,2204.44
11.13,Low Sugar,0.065,Meat,123.74,2009,Medium,Tier 2,Supermarket Type2,2632.22
18.65,Regular,0.093,Frozen Foods,155.21,1999,Medium,Tier 1,Departmental Store,4975.48
13.38,Low Sugar,0.061,Canned,150.45,2009,Medium,Tier 2,Supermarket Type2,3688.78
16.12,No Sugar,0.12,Health and Hygiene,175.82,1987,High,Tier 2,Supermarket Type1,4825.55
13.03,No Sugar,0.061,Health and Hygiene,150.09,2009,Medium,Tier 2,Supermarket Type2,3601.38
11.12,Low Sugar,0.069,Frozen Foods,121.96,2009,Medium,Tier 2,Supermarket Type2,2592.95
17.03,Low Sugar,0.034,Baking Goods,212.33,1999,Medium,Tier 1,Departmental Store,5777.8
9.52,Low Sugar,0.092,Hard Drinks,172.9,2009,Medium,Tier 2,Supermarket Type2,3274.41
11.51,Regular,0.161,Canned,141.2,2009,Medium,Tier 2,Supermarket Type2,3075.47
12.71,Low Sugar,0.089,Dairy,127.94,2009,Medium,Tier 2,Supermarket Type2,3074.85
14.22,Regular,0.027,Meat,170.66,1999,Medium,Tier 1,Departmental Store,4291.72
12.88,Regular,0.057,Hard Drinks,189.44,1999,Medium,Tier 1,Departmental Store,4373.03
11.64,Low Sugar,0.056,Fruits and Vegetables,71.59,1998,Small,Tier 3,Food Mart,1680.56
12.37,Regular,0.083,Fruits and Vegetables,166.94,2009,Medium,Tier 2,Supermarket Type2,3796.12
9.21,Low Sugar,0.01,Baking Goods,144.35,1999,Medium,Tier 1,Departmental Store,5789.67
13.91,Low Sugar,0.018,Frozen Foods,131.94,2009,Medium,Tier 2,Supermarket Type2,3429.62
10.63,Low Sugar,0.282,Snack Foods,96.15,1998,Small,Tier 3,Food Mart,1955.33
11.26,Low Sugar,0.049,Canned,141.73,2009,Medium,Tier 2,Supermarket Type2,3029.53
15.76,Regular,0.153,Meat,207.02,1999,Medium,Tier 1,Departmental Store,5383.14
14.53,Regular,0.02,Dairy,135.14,2009,Medium,Tier 2,Supermarket Type2,3634.81
6.61,Low Sugar,0.071,Hard Drinks,109.29,1998,Small,Tier 3,Food Mart,1315.05
7.76,No Sugar,0.026,Health and Hygiene,74.92,1998,Small,Tier 3,Food Mart,872.41
14.58,Low Sugar,0.116,Fruits and Vegetables,121.32,2009,Medium,Tier 2,Supermarket Type2,3363.09
9.41,Low Sugar,0.085,Fruits and Vegetables,118.3,1998,Small,Tier 3,Food Mart,2132.52
16.59,Low Sugar,0.021,Breads,221.88,1999,Medium,Tier 1,Departmental Store,5873.44
13.84,Low Sugar,0.013,Meat,175.33,1987,High,Tier 2,Supermarket Type1,3376.87
13.19,Low Sugar,0.096,Frozen Foods,115.37,2009,Medium,Tier 2,Supermarket Type2,2925.89
13.57,Low Sugar,0.085,Meat,173.01,1987,High,Tier 2,Supermarket Type1,4191.83
11.08,Low Sugar,0.031,Snack Foods,174.83,2009,Medium,Tier 2,Supermarket Type2,3666.53
11.43,Regular,0.079,Snack Foods,156.09,2009,Medium,Tier 2,Supermarket Type2,3363.3
9.94,Low Sugar,0.032,Dairy,173.45,2009,Medium,Tier 2,Supermarket Type2,3381.35
12.88,Low Sugar,0.174,Soft Drinks,134.97,2009,Medium,Tier 2,Supermarket Type2,3258.72
10.34,Low Sugar,0.142,Canned,119.07,1987,High,Tier 2,Supermarket Type1,2358.07
8.9,Regular,0.02,Fruits and Vegetables,108.29,1998,Small,Tier 3,Food Mart,1811.88
10.71,Regular,0.03,Meat,150.8,2009,Medium,Tier 2,Supermarket Type2,3092.23
12.9,No Sugar,0.087,Household,176.86,1987,High,Tier 2,Supermarket Type1,4118.86
11.38,Low Sugar,0.007,Meat,84.18,1998,Small,Tier 3,Food Mart,1879.76
11.32,Low Sugar,0.04,Snack Foods,170.2,2009,Medium,Tier 2,Supermarket Type2,3626.06
11.34,No Sugar,0.075,Household,177.47,2009,Medium,Tier 2,Supermarket Type2,3779.74
10.61,Low Sugar,0.037,Fruits and Vegetables,83.75,1998,Small,Tier 3,Food Mart,1697.32
11.43,No Sugar,0.057,Others,104.83,1987,High,Tier 2,Supermarket Type1,2314.66
15.64,No Sugar,0.049,Household,174.12,1987,High,Tier 2,Supermarket Type1,4681.66
13.92,Low Sugar,0.099,Fruits and Vegetables,116.89,2009,Medium,Tier 2,Supermarket Type2,3123.19
10.93,Regular,0.107,Snack Foods,131.5,2009,Medium,Tier 2,Supermarket Type2,2745.37
14.04,Low Sugar,0.032,Frozen Foods,108.88,2009,Medium,Tier 2,Supermarket Type2,2985.23
13.94,Low Sugar,0.185,Fruits and Vegetables,160.21,1987,High,Tier 2,Supermarket Type1,4012.84
17.87,Low Sugar,0.124,Snack Foods,166.45,1999,Medium,Tier 1,Departmental Store,5029.11
14.57,Low Sugar,0.021,Dairy,158.74,1987,High,Tier 2,Supermarket Type1,4125.19
14.48,Low Sugar,0.108,Fruits and Vegetables,114.8,2009,Medium,Tier 2,Supermarket Type2,3206.01
11.17,Regular,0.085,Meat,166.17,2009,Medium,Tier 2,Supermarket Type2,3509.94
13.53,Low Sugar,0.147,Canned,127.14,2009,Medium,Tier 2,Supermarket Type2,3244.05
14.73,Low Sugar,0.023,Fruits and Vegetables,113.04,2009,Medium,Tier 2,Supermarket Type2,3227.71
13.89,Low Sugar,0.015,Frozen Foods,196.66,1987,High,Tier 2,Supermarket Type1,4748.77
10.06,Low Sugar,0.031,Baking Goods,77.58,1998,Small,Tier 3,Food Mart,1445.69
11.16,Regular,0.055,Meat,170.81,2009,Medium,Tier 2,Supermarket Type2,3601.55
15.1,No Sugar,0.113,Others,201.12,1999,Medium,Tier 1,Departmental Store,5112.84
10.77,Low Sugar,0.057,Fruits and Vegetables,171.82,2009,Medium,Tier 2,Supermarket Type2,3535.01
9.14,Low Sugar,0.098,Fruits and Vegetables,117.87,1998,Small,Tier 3,Food Mart,2061.73
11.56,Low Sugar,0.055,Meat,153.11,2009,Medium,Tier 2,Supermarket Type2,3330.23
15.28,Low Sugar,0.01,Fruits and Vegetables,139.0,2009,Medium,Tier 2,Supermarket Type2,3882.54
13.92,Low Sugar,0.172,Frozen Foods,147.74,2009,Medium,Tier 2,Supermarket Type2,3754.24
5.72,Regular,0.054,Fruits and Vegetables,73.62,1998,Small,Tier 3,Food Mart,384.07
11.55,Low Sugar,0.038,Dairy,152.41,2009,Medium,Tier 2,Supermarket Type2,3314.91
14.25,Low Sugar,0.147,Snack Foods,142.02,2009,Medium,Tier 2,Supermarket Type2,3712.25
9.72,Low Sugar,0.075,Fruits and Vegetables,107.95,1998,Small,Tier 3,Food Mart,1990.47
11.06,Low Sugar,0.014,Soft Drinks,85.09,1998,Small,Tier 3,Food Mart,1826.98
16.37,Low Sugar,0.099,Canned,200.2,1999,Medium,Tier 1,Departmental Store,5381.92
15.18,No Sugar,0.025,Household,186.82,1987,High,Tier 2,Supermarket Type1,4838.69
12.07,Low Sugar,0.108,Baking Goods,150.57,2009,Medium,Tier 2,Supermarket Type2,3393.15
6.96,No Sugar,0.153,Others,59.22,1998,Small,Tier 3,Food Mart,369.31
13.49,Low Sugar,0.071,Breakfast,145.6,2009,Medium,Tier 2,Supermarket Type2,3613.53
14.67,Regular,0.095,Baking Goods,123.96,2009,Medium,Tier 2,Supermarket Type2,3437.71
15.52,Low Sugar,0.053,Canned,173.65,1987,High,Tier 2,Supermarket Type1,4646.17
9.63,Regular,0.162,Dairy,108.43,1998,Small,Tier 3,Food Mart,1980.59
12.09,Low Sugar,0.129,Soft Drinks,161.54,2009,Medium,Tier 2,Supermarket Type2,3622.97
13.95,Regular,0.035,Soft Drinks,166.78,1987,High,Tier 2,Supermarket Type1,4149.75
12.0,No Sugar,0.011,Household,120.82,2009,Medium,Tier 2,Supermarket Type2,2770.0
15.58,Low Sugar,0.103,Canned,197.53,1999,Medium,Tier 1,Departmental Store,5148.54
13.24,Regular,0.071,Baking Goods,159.6,2009,Medium,Tier 2,Supermarket Type2,3843.76
14.62,Regular,0.119,Hard Drinks,199.73,1987,High,Tier 2,Supermarket Type1,4976.47
11.14,Low Sugar,0.039,Dairy,180.49,2009,Medium,Tier 2,Supermarket Type2,3796.06
11.43,Regular,0.05,Dairy,149.27,2009,Medium,Tier 2,Supermarket Type2,3223.49
12.61,No Sugar,0.076,Health and Hygiene,122.09,2009,Medium,Tier 2,Supermarket Type2,2933.31
9.92,Low Sugar,0.047,Dairy,96.75,1987,High,Tier 2,Supermarket Type1,3239.11
11.29,Regular,0.085,Dairy,150.24,2009,Medium,Tier 2,Supermarket Type2,3211.32
11.27,Low Sugar,0.116,Fruits and Vegetables,124.9,2009,Medium,Tier 2,Supermarket Type2,2686.83
14.02,No Sugar,0.02,Household,176.65,1999,Medium,Tier 1,Departmental Store,4368.85
13.41,Regular,0.086,Canned,138.12,2009,Medium,Tier 2,Supermarket Type2,3442.0
15.39,Low Sugar,0.053,Fruits and Vegetables,137.79,2009,Medium,Tier 2,Supermarket Type2,3882.31
12.05,Low Sugar,0.235,Fruits and Vegetables,105.32,1987,High,Tier 2,Supermarket Type1,2463.43
15.76,Low Sugar,0.036,Canned,147.44,1987,High,Tier 2,Supermarket Type1,4164.22
15.12,Low Sugar,0.143,Fruits and Vegetables,132.98,2009,Medium,Tier 2,Supermarket Type2,2562.14
9.97,Low Sugar,0.039,Snack Foods,88.1,1998,Small,Tier 3,Food Mart,1640.98
13.32,Low Sugar,0.027,Fruits and Vegetables,167.54,1987,High,Tier 2,Supermarket Type1,4023.18
9.97,No Sugar,0.083,Household,96.19,1998,Small,Tier 3,Food Mart,1805.79
14.5,Low Sugar,0.072,Meat,154.7,1987,High,Tier 2,Supermarket Type1,4027.64
10.87,Low Sugar,0.033,Snack Foods,160.36,2009,Medium,Tier 2,Supermarket Type2,3322.13
11.92,Low Sugar,0.035,Baking Goods,164.91,2009,Medium,Tier 2,Supermarket Type2,3652.58
13.7,Regular,0.089,Baking Goods,152.91,2009,Medium,Tier 2,Supermarket Type2,3809.67
13.38,Low Sugar,0.018,Fruits and Vegetables,138.23,2009,Medium,Tier 2,Supermarket Type2,3436.83
11.74,Low Sugar,0.026,Meat,125.81,2009,Medium,Tier 2,Supermarket Type2,2812.33
10.71,No Sugar,0.028,Health and Hygiene,118.86,1987,High,Tier 2,Supermarket Type1,2438.27
9.56,Low Sugar,0.081,Canned,110.56,1998,Small,Tier 3,Food Mart,2007.1
16.7,Low Sugar,0.027,Baking Goods,195.8,1999,Medium,Tier 1,Departmental Store,5364.97
10.79,No Sugar,0.041,Household,168.8,2009,Medium,Tier 2,Supermarket Type2,3476.99
12.4,Low Sugar,0.021,Canned,153.16,2009,Medium,Tier 2,Supermarket Type2,3522.31
13.6,Regular,0.057,Soft Drinks,168.31,1987,High,Tier 2,Supermarket Type1,4102.35
18.74,Low Sugar,0.034,Dairy,184.15,1999,Medium,Tier 1,Departmental Store,5589.63
10.28,No Sugar,0.01,Others,148.37,2009,Medium,Tier 2,Supermarket Type2,2944.23
12.95,Low Sugar,0.112,Fruits and Vegetables,118.32,2009,Medium,Tier 2,Supermarket Type2,4103.85
15.27,Low Sugar,0.108,Frozen Foods,159.79,1999,Medium,Tier 1,Departmental Store,4306.47
13.62,No Sugar,0.021,Health and Hygiene,121.39,2009,Medium,Tier 2,Supermarket Type2,3146.23
11.19,No Sugar,0.077,Others,89.56,1998,Small,Tier 3,Food Mart,1946.72
10.54,Low Sugar,0.076,Fruits and Vegetables,113.56,1998,Small,Tier 3,Food Mart,2291.35
14.3,Regular,0.085,Hard Drinks,120.73,2009,Medium,Tier 2,Supermarket Type2,2126.69
9.9,Low Sugar,0.113,Frozen Foods,143.4,2009,Medium,Tier 2,Supermarket Type2,2757.96
12.08,Low Sugar,0.011,Fruits and Vegetables,143.91,2009,Medium,Tier 2,Supermarket Type2,3259.38
12.89,Regular,0.023,Snack Foods,101.86,2009,Medium,Tier 2,Supermarket Type2,2581.85
16.4,Regular,0.11,Fruits and Vegetables,171.86,1987,High,Tier 2,Supermarket Type1,4807.91
13.2,Regular,0.013,Baking Goods,122.51,2009,Medium,Tier 2,Supermarket Type2,3075.7
13.33,Low Sugar,0.069,Baking Goods,190.93,1987,High,Tier 2,Supermarket Type1,4503.52
13.51,Low Sugar,0.047,Baking Goods,144.06,2009,Medium,Tier 2,Supermarket Type2,3586.98
10.03,Low Sugar,0.064,Baking Goods,100.21,1998,Small,Tier 3,Food Mart,1902.55
13.59,Low Sugar,0.053,Frozen Foods,145.62,2009,Medium,Tier 2,Supermarket Type2,3635.47
9.99,Regular,0.09,Fruits and Vegetables,125.79,1987,High,Tier 2,Supermarket Type1,2416.69
8.49,Low Sugar,0.21,Canned,114.39,1999,Medium,Tier 1,Departmental Store,6489.84
13.28,No Sugar,0.042,Health and Hygiene,167.77,1987,High,Tier 2,Supermarket Type1,4019.19
11.14,Low Sugar,0.021,Meat,160.4,2009,Medium,Tier 2,Supermarket Type2,3384.98
8.28,Regular,0.094,Canned,146.49,1987,High,Tier 2,Supermarket Type1,2453.27
10.2,No Sugar,0.016,Health and Hygiene,116.99,1998,Small,Tier 3,Food Mart,2283.48
10.63,Low Sugar,0.027,Dairy,121.9,1987,High,Tier 2,Supermarket Type1,2483.01
10.08,No Sugar,0.028,Household,104.89,1998,Small,Tier 3,Food Mart,2009.67
13.7,Regular,0.037,Snack Foods,120.04,2009,Medium,Tier 2,Supermarket Type2,3138.84
11.67,Regular,0.103,Fruits and Vegetables,134.73,2009,Medium,Tier 2,Supermarket Type2,2979.27
12.71,Low Sugar,0.093,Fruits and Vegetables,147.6,2009,Medium,Tier 2,Supermarket Type2,3477.54
9.62,Regular,0.126,Frozen Foods,137.73,2009,Medium,Tier 2,Supermarket Type2,2577.22
12.11,Low Sugar,0.105,Frozen Foods,135.19,2009,Medium,Tier 2,Supermarket Type2,3089.44
11.16,Low Sugar,0.052,Fruits and Vegetables,151.76,2009,Medium,Tier 2,Supermarket Type2,3212.28
11.95,Low Sugar,0.038,Snack Foods,125.45,1998,Small,Tier 3,Food Mart,871.22
9.62,No Sugar,0.154,Household,94.81,1998,Small,Tier 3,Food Mart,1700.13
13.95,Regular,0.064,Breads,160.54,1987,High,Tier 2,Supermarket Type1,4023.29
14.44,No Sugar,0.062,Household,205.48,1999,Medium,Tier 1,Departmental Store,5052.78
12.69,Low Sugar,0.049,Snack Foods,133.61,2009,Medium,Tier 2,Supermarket Type2,3187.12
14.11,Low Sugar,0.208,Soft Drinks,155.56,2009,Medium,Tier 2,Supermarket Type2,3956.61
13.57,Regular,0.057,Meat,164.86,1987,High,Tier 2,Supermarket Type1,4025.3
15.33,No Sugar,0.136,Household,137.86,2009,Medium,Tier 2,Supermarket Type2,3871.23
9.54,Low Sugar,0.144,Soft Drinks,136.84,2009,Medium,Tier 2,Supermarket Type2,2541.15
9.12,Low Sugar,0.141,Fruits and Vegetables,160.61,2009,Medium,Tier 2,Supermarket Type2,2932.66
11.5,Low Sugar,0.095,Snack Foods,163.03,2009,Medium,Tier 2,Supermarket Type2,3519.75
12.5,Low Sugar,0.03,Baking Goods,155.12,2009,Medium,Tier 2,Supermarket Type2,3583.24
12.86,Low Sugar,0.107,Snack Foods,176.41,1987,High,Tier 2,Supermarket Type1,4100.72
12.42,No Sugar,0.044,Health and Hygiene,180.1,1987,High,Tier 2,Supermarket Type1,4078.49
15.3,Low Sugar,0.024,Snack Foods,144.34,2009,Medium,Tier 2,Supermarket Type2,3995.36
9.96,No Sugar,0.038,Others,140.95,2009,Medium,Tier 2,Supermarket Type2,2720.64
9.18,Regular,0.024,Fruits and Vegetables,104.44,1998,Small,Tier 3,Food Mart,1795.89
13.09,Low Sugar,0.01,Fruits and Vegetables,192.72,1999,Medium,Tier 1,Departmental Store,4486.85
12.16,Low Sugar,0.017,Snack Foods,174.77,2009,Medium,Tier 2,Supermarket Type2,3909.65
10.93,Low Sugar,0.018,Soft Drinks,173.95,2009,Medium,Tier 2,Supermarket Type2,3614.0
17.81,No Sugar,0.01,Health and Hygiene,228.56,1999,Medium,Tier 1,Departmental Store,6287.99
10.23,Low Sugar,0.142,Baking Goods,140.42,2009,Medium,Tier 2,Supermarket Type2,2769.94
14.58,No Sugar,0.061,Household,149.75,2009,Medium,Tier 2,Supermarket Type2,3944.77
16.69,Regular,0.147,Canned,169.3,1999,Medium,Tier 1,Departmental Store,4238.57
10.28,Low Sugar,0.025,Canned,142.01,2009,Medium,Tier 2,Supermarket Type2,2813.27
12.7,Regular,0.076,Meat,107.86,2009,Medium,Tier 2,Supermarket Type2,2663.33
12.18,Low Sugar,0.061,Soft Drinks,154.25,2009,Medium,Tier 2,Supermarket Type2,3494.03
12.57,Low Sugar,0.036,Soft Drinks,136.27,1998,Small,Tier 3,Food Mart,1124.44
11.44,Regular,0.054,Fruits and Vegetables,113.44,1987,High,Tier 2,Supermarket Type1,2491.75
12.35,Regular,0.046,Soft Drinks,137.03,2009,Medium,Tier 2,Supermarket Type2,3179.43
12.95,No Sugar,0.052,Health and Hygiene,156.13,2009,Medium,Tier 2,Supermarket Type2,3521.02
14.16,Low Sugar,0.017,Dairy,182.85,1987,High,Tier 2,Supermarket Type1,4527.46
7.33,No Sugar,0.031,Household,83.2,1998,Small,Tier 3,Food Mart,944.3
8.4,Low Sugar,0.14,Canned,96.48,1998,Small,Tier 3,Food Mart,1458.62
16.65,Low Sugar,0.018,Meat,148.38,1999,Medium,Tier 1,Departmental Store,4384.84
10.61,No Sugar,0.196,Household,154.17,2009,Medium,Tier 2,Supermarket Type2,3138.02
12.08,No Sugar,0.118,Household,162.84,2009,Medium,Tier 2,Supermarket Type2,3647.21
10.07,No Sugar,0.036,Household,123.41,1987,High,Tier 2,Supermarket Type1,2386.89
8.94,Regular,0.083,Frozen Foods,82.09,1998,Small,Tier 3,Food Mart,1285.77
17.38,Regular,0.164,Starchy Foods,150.7,1987,High,Tier 2,Supermarket Type1,4597.68
14.27,Low Sugar,0.124,Fruits and Vegetables,152.42,2009,Medium,Tier 2,Supermarket Type2,3929.58
13.21,Low Sugar,0.138,Fruits and Vegetables,110.99,2009,Medium,Tier 2,Supermarket Type2,2842.79
12.03,Low Sugar,0.085,Meat,169.95,2009,Medium,Tier 2,Supermarket Type2,3781.9
11.73,No Sugar,0.042,Household,166.45,2009,Medium,Tier 2,Supermarket Type2,3642.81
7.9,Low Sugar,0.042,Fruits and Vegetables,94.85,1998,Small,Tier 3,Food Mart,1312.4
9.87,Low Sugar,0.048,Snack Foods,138.23,2009,Medium,Tier 2,Supermarket Type2,2644.48
12.71,Low Sugar,0.15,Soft Drinks,183.32,1999,Medium,Tier 1,Departmental Store,4208.94
8.15,Low Sugar,0.065,Fruits and Vegetables,99.78,1998,Small,Tier 3,Food Mart,1467.89
12.54,Low Sugar,0.032,Breads,158.7,2009,Medium,Tier 2,Supermarket Type2,3665.97
12.1,Low Sugar,0.01,Canned,174.37,2009,Medium,Tier 2,Supermarket Type2,3887.64
11.74,Low Sugar,0.176,Hard Drinks,137.3,2009,Medium,Tier 2,Supermarket Type2,3048.91
12.12,Low Sugar,0.055,Snack Foods,101.18,1987,High,Tier 2,Supermarket Type1,2394.72
10.46,Low Sugar,0.137,Baking Goods,117.84,1987,High,Tier 2,Supermarket Type1,2413.39
14.41,Regular,0.122,Meat,155.09,1987,High,Tier 2,Supermarket Type1,4014.47
13.75,Low Sugar,0.161,Dairy,196.84,1987,High,Tier 2,Supermarket Type1,4721.42
14.26,Low Sugar,0.166,Dairy,133.46,2009,Medium,Tier 2,Supermarket Type2,3539.25
14.23,Low Sugar,0.045,Dairy,139.65,2009,Medium,Tier 2,Supermarket Type2,3657.89
9.64,Regular,0.076,Baking Goods,170.36,2009,Medium,Tier 2,Supermarket Type2,3250.64
11.81,Low Sugar,0.061,Frozen Foods,113.34,2009,Medium,Tier 2,Supermarket Type2,2572.39
14.09,Low Sugar,0.046,Meat,150.12,2009,Medium,Tier 2,Supermarket Type2,3840.71
9.55,Regular,0.137,Meat,80.61,1998,Small,Tier 3,Food Mart,1392.26
10.9,Low Sugar,0.048,Soft Drinks,140.8,2009,Medium,Tier 2,Supermarket Type2,2929.21
14.83,Regular,0.057,Meat,181.34,1987,High,Tier 2,Supermarket Type1,4646.84
7.71,Low Sugar,0.029,Meat,148.91,1998,Small,Tier 3,Food Mart,2072.75
15.48,Low Sugar,0.098,Snack Foods,138.1,2009,Medium,Tier 2,Supermarket Type2,3909.85
13.94,No Sugar,0.011,Household,171.51,1999,Medium,Tier 1,Departmental Store,4245.63
11.53,Low Sugar,0.082,Baking Goods,144.04,2009,Medium,Tier 2,Supermarket Type2,3137.88
14.13,Low Sugar,0.022,Baking Goods,144.2,2009,Medium,Tier 2,Supermarket Type2,3728.31
13.21,Regular,0.061,Soft Drinks,144.53,2009,Medium,Tier 2,Supermarket Type2,3527.91
14.03,Low Sugar,0.017,Frozen Foods,198.32,1987,High,Tier 2,Supermarket Type1,4814.17
12.07,Low Sugar,0.098,Soft Drinks,103.73,1987,High,Tier 2,Supermarket Type1,2435.19
14.2,Regular,0.054,Dairy,112.5,2009,Medium,Tier 2,Supermarket Type2,3097.33
10.33,Regular,0.042,Fruits and Vegetables,159.97,2009,Medium,Tier 2,Supermarket Type2,3192.8
17.16,Regular,0.036,Canned,167.49,1999,Medium,Tier 1,Departmental Store,4891.32
13.05,Low Sugar,0.168,Snack Foods,137.46,2009,Medium,Tier 2,Supermarket Type2,3347.38
16.55,Regular,0.052,Canned,184.84,1999,Medium,Tier 1,Departmental Store,5106.97
12.45,Regular,0.025,Fruits and Vegetables,166.5,2009,Medium,Tier 2,Supermarket Type2,3805.5
8.19,No Sugar,0.049,Health and Hygiene,137.13,1998,Small,Tier 3,Food Mart,2241.31
14.61,No Sugar,0.019,Health and Hygiene,114.54,2009,Medium,Tier 2,Supermarket Type2,5419.82
13.61,Regular,0.056,Fruits and Vegetables,135.29,2009,Medium,Tier 2,Supermarket Type2,3430.23
11.17,No Sugar,0.028,Household,129.35,2009,Medium,Tier 2,Supermarket Type2,2756.73
12.49,Regular,0.047,Fruits and Vegetables,124.68,2009,Medium,Tier 2,Supermarket Type2,2958.3
14.69,Low Sugar,0.053,Fruits and Vegetables,152.72,1987,High,Tier 2,Supermarket Type1,4030.5
12.88,Low Sugar,0.148,Snack Foods,121.06,2009,Medium,Tier 2,Supermarket Type2,2973.36
14.75,Low Sugar,0.013,Meat,155.04,1987,High,Tier 2,Supermarket Type1,4091.21
7.47,Low Sugar,0.047,Frozen Foods,141.41,1998,Small,Tier 3,Food Mart,2166.15
14.17,Low Sugar,0.082,Frozen Foods,161.55,1998,Small,Tier 3,Food Mart,1786.99
13.93,Low Sugar,0.039,Meat,147.39,1999,Medium,Tier 1,Departmental Store,6257.1
10.29,No Sugar,0.057,Household,121.38,1987,High,Tier 2,Supermarket Type1,2394.22
11.18,Regular,0.046,Starchy Foods,102.45,1998,Small,Tier 3,Food Mart,2207.51
12.35,Low Sugar,0.057,Frozen Foods,96.96,1987,High,Tier 2,Supermarket Type1,2359.92
15.03,Low Sugar,0.067,Canned,115.38,2009,Medium,Tier 2,Supermarket Type2,3344.04
17.02,Regular,0.062,Fruits and Vegetables,204.33,1999,Medium,Tier 1,Departmental Store,5612.08
14.92,Low Sugar,0.108,Frozen Foods,175.43,1987,High,Tier 2,Supermarket Type1,4545.78
12.42,Regular,0.091,Breakfast,141.97,2009,Medium,Tier 2,Supermarket Type2,3459.19
12.15,Low Sugar,0.043,Breads,146.37,2009,Medium,Tier 2,Supermarket Type2,3326.51
12.63,Low Sugar,0.161,Breakfast,191.98,1999,Medium,Tier 1,Departmental Store,4367.56
12.1,No Sugar,0.017,Household,115.8,2009,Medium,Tier 2,Supermarket Type2,2688.61
11.18,Low Sugar,0.027,Soft Drinks,147.62,2009,Medium,Tier 2,Supermarket Type2,3133.03
13.41,Low Sugar,0.128,Canned,178.88,1999,Medium,Tier 1,Departmental Store,4276.47
10.77,Low Sugar,0.119,Fruits and Vegetables,118.0,1998,Small,Tier 3,Food Mart,1197.03
14.57,No Sugar,0.117,Household,174.42,1999,Medium,Tier 1,Departmental Store,4446.87
13.33,Low Sugar,0.174,Frozen Foods,112.98,2009,Medium,Tier 2,Supermarket Type2,2909.88
12.05,Regular,0.167,Canned,161.38,2009,Medium,Tier 2,Supermarket Type2,3610.28
17.68,Low Sugar,0.049,Baking Goods,152.4,1999,Medium,Tier 1,Departmental Store,4699.08
13.76,Low Sugar,0.035,Canned,156.96,2009,Medium,Tier 2,Supermarket Type2,3905.75
9.59,Low Sugar,0.068,Baking Goods,105.51,1998,Small,Tier 3,Food Mart,1910.61
12.8,Low Sugar,0.046,Baking Goods,177.69,1987,High,Tier 2,Supermarket Type1,4113.94
15.57,No Sugar,0.173,Health and Hygiene,157.75,1999,Medium,Tier 1,Departmental Store,4330.81
12.21,Low Sugar,0.168,Frozen Foods,118.01,2009,Medium,Tier 2,Supermarket Type2,2758.44
